Category,Question,Answer
--Verwendungsnachweis auf Kostenbasis (AZK),Können in einem Projekt Mitarbeitende auch in anderen Projekten mitarbeiten und abgerechnet werden?,Eine in einem Projekt mitarbeitende Person an einer Hochschule kann auch in einem anderen Förderprojekt mitarbeiten. Das muss eindeutig und nachvollziehbar im Arbeitsvertrag ersichtlich sein. Die …
--Verwendungsnachweis auf Kostenbasis (AZK),Mit welchem Stundensatz kann abgerechnet werden?,Es sind stets die Ist-Kosten anzusetzen. Im Antrag geplante Stundensätze dienen nur der Vorkalkulation und können dementsprechend bei der Abrechnung in einem gewissen Rahmen abweichen.
--Verwendungsnachweis auf Kostenbasis (AZK),Muss für jede Ausgabe/Kosten eine Rechnung und ein Zahlungsbeleg vorhanden sein?,"Alle Ausgaben sind in den Beleglisten zu erfassen. Zu allen Ausgaben muss eine Rechnung existieren und ein Zahlungsbeleg verfügbar sein. Ausgaben für eine Reise (Flug, Übernachtung, Tagegeld) können …"
--Verwendungsnachweis auf Kostenbasis (AZK),Muss jeder Verbundpartner alle drei Teile des Sachberichts  erstellen?,Jeder Verbundpartner hat einen voll- und eigenständigen Sachbericht mit allen Anlagen zu erstellen.
--Verwendungsnachweis auf Kostenbasis (AZK),Müssen nur die Produktiv-Arbeitsstunden pro Kalendertag oder auch die Uhrzeiten erfasst werden?,Die Angabe von Uhrzeiten ist nicht notwendig. Bitte erfassen Sie nur die Anzahl der im Projekt geleisteten Stunden.
--Verwendungsnachweis auf Kostenbasis (AZK),Sind mit dem Verwendungsnachweis auch Arbeitsverträge der im Projekt Mitarbeitenden einzureichen?,Für den Nachweis der arbeitsvertraglich geregelten Mitarbeit im Projekt kann bei einer vertieften Prüfung des Verwendungsnachweises auch die Vorlage von Arbeitsverträgen notwendig sein. Sie werden in …
--Verwendungsnachweis auf Kostenbasis (AZK),Sind Sachbezüge in Form von Mitarbeitergutscheinen förderfähig?,Sachbezüge sind grundsätzlich nicht Bestandteil einer Tarifvereinbarung. Daher sind solche Leisungen an die Mitarbeiter nicht zuwendungsfähig.
--Verwendungsnachweis auf Kostenbasis (AZK),Sollen die Brutto- oder Nettobeträge in die Beleglisten eingetragen werden?,Je nach Vorlage einer Vorsteuerabzugsberechtigung sind die Nettowerte (berechtigt zum Vorsteuerabzug) oder Bruttowerte (nicht berechtigt zum Vorsteuerabzug) einzutragen. Ebenfalls sind Skonti und …
--Verwendungsnachweis auf Kostenbasis (AZK),Wann können erhöhte Personalkosten angesetzt werden?,"Die Position Personalkosten bzw. Personalausgaben kann eigenverantwortlich bis zu 20% der bewilligten Höhe überschritten werden, sofern in anderen Position der entsprechende Betrag eingespart wird …"
--Verwendungsnachweis auf Kostenbasis (AZK),Wann werden Brutto- oder Nettoausgaben im Projekt anerkannt?,"Ob Brutto- und Nettoausgaben beantragt bzw. abgerechnet werden können, hängt davon ab, ob der/die Zuwendungsempfänger:in vorsteuerabzugsberechtigt ist oder nicht. Wenn eine Vorsteuerabzugsberechtigung …"
--Verwendungsnachweis auf Kostenbasis (AZK),Was ist ein Sachbericht?,"Ein Sachbericht ist ein Kurzbericht (ca. zwei Seiten DIN A4), welcher in allgemeinverständlicher Form das Ziel, den Inhalt, das Ergebnis und die Aussagen zum konkreten Nutzen bzw …"
--Verwendungsnachweis auf Kostenbasis (AZK),Was ist ein Verwendungsnachweis?,Gemäß den Nebenbestimmungen ist die Verwendung der Zuwendung i.d.R. innerhalb von sechs Monaten nach dem Ende des Bewilligungszeitraums nachzuweisen. Dafür ist ein Verwendungsnachweis (VN) …
--Verwendungsnachweis auf Kostenbasis (AZK),"Was passiert, wenn die Kosten/Ausgaben beim Mittelabruf in der falschen Kategorie abgerechnet wurden?","Im Laufe des Projektes aufgetretene Fehler in der Zuordnung können mit den Zwischennachweisen und spätestens mit dem Verwendungsnachweis noch korrigiert werden, da hier alle Kosten/Ausgaben des …"
--Verwendungsnachweis auf Kostenbasis (AZK),Welche Dokumente werden zum Projektabschluss benötigt?,"Auf der folgenden Seiten finden Sie alle Informationen und benötigten Unterlagen für den Projektabschluss. Sollten Sie Ihre Anträge auf Kostenbasis stellen, hier geht es zu Verwendungsnachweise auf …"
--Verwendungsnachweis auf Kostenbasis (AZK),Welche Kosten/Ausgaben können bei der Inflationsausgeichsprämie abgerechnet werden?,"Sobald eine tarifvertragliche Regelung zur Auszahlung der Inflationsausgleichsprämie (IAP) den Arbeitgeber rechtlich bindet, ist –vorbehaltlich der konkreten Ausgestaltung dieser Regelung – …"
--Verwendungsnachweis auf Kostenbasis (AZK),Welche Projektbeteiligten dürfen Reisekosten abrechnen?,"In Vorhaben, die auf Kostenbasis abrechnen, sind nur für im Projekt beteiligte und in den Personalkosten abgerechnete Mitarbeitende projektbezogene Reisen abrechenbar. In Vorhaben auf Ausgabenbasis …"
--Verwendungsnachweis auf Kostenbasis (AZK),Wie ausführlich ist ein Verwendungsnachweis?,Der Antragsteller wird nach erfolgreicher Prüfung des Antrages zum Zuwendungsempfänger. Ein Vertragspartner ist beispielsweise ein Unterauftragnehmer des Antragstellers (des zukünftigen …
--Verwendungsnachweis auf Kostenbasis (AZK),Wie erfolgt eine Laufzeitverlängerung?,vor ursprünglichem Laufzeitende zu beantragen und zu begründen. Bei Zustimmung des PT erfolgt Freigabe durch Änderungsbescheid. Bei Laufzeitverlängerungen länger als 3 Monate ist zusätzlich eine …
--Verwendungsnachweis auf Kostenbasis (AZK),Wie geht man bei einem frühzeitigen Projektaustritt um?,Ein vorzeitiger Projektaustritt ist rechtzeitig den Verbundpartnern und dem Projektträger mitzuteilen. Das weitere Vorgehen muss dann gemeinsam besprochen werden.
--Verwendungsnachweis auf Kostenbasis (AZK),Wie kann ein Förderprojekt frühzeitig beendet werden?,"Sollten die Arbeiten in einem Teilvorhaben bereits erfolgreich abgeschlossen sein bevor die Laufzeit endet, kann in begründeten Ausnahmefällen ein Antrag auf Laufzeitänderung eingereicht werden. Eine …"
--Verwendungsnachweis auf Kostenbasis (AZK),Wie läuft ein Projektabschluss ab?,Nach Laufzeitende eines Förderprojektes haben die Zuwendungsempfänger:innen innerhalb von sechs Monaten nach Laufzeitende einen Verwendungsnachweis über die gesamte Projektlaufzeit zu erstellen und …
--Verwendungsnachweis auf Kostenbasis (AZK),Wie sind die Jahresarbeitsstunden für Teilzeitbeschäftigte zu berechnen?,"Bei Förderung auf Kostenbasis, pauschalierte Abrechnung, sind die Wochenarbeitsstunden mit 52 Wochen (im Jahr) zu multiplizieren um die theoretisch möglichen Jahresarbeitsstunden für …"
--Verwendungsnachweis auf Kostenbasis (AZK),Wird die Energiepauschale abgerechnet?,"Die Energiepauschale darf nicht im Projekt abgerechnet werden. Dem Arbeit-Gebenden entstehen keine Aufwände dafür, da er sie sich vom Finanzamt über die Steuerklärung zurückholen kann."
--Verwendungsnachweis auf Kostenbasis (AZK),Wo finde ich das Formular für den Abschlussbericht?,Für den Sachbericht gibt es kein allgemein gültiges Formular. Man findet Gliederungsverschläge für den Sachbericht in der Anlage der NABF AZA bzw. NKBF 2017AZK oder auch im Formularschrank des Bundes.
--Verwendungsnachweis auf Kostenbasis (AZK),Wo finde ich das Formular für den Abschlussbericht?,Für den Sachbericht gibt es kein allgemein gültiges Formular. Man findet Gliederungsverschläge für den Sachbericht in der Anlage der NABF AZA bzw. NKBF 2017 AZK oder auch im Formularschrank des Bundes …
--Verwendungsnachweis auf Kostenbasis (AZK),Wo finde ich das Personalkosten-Berechnungstool nkbf2017?,Für die Erfassung der produktiven Stunden und die Berechnung der zuwendungsfähigen Personalkosten können Sie eines der folgenden Tools nutzen: Für Antrag auf Kostenbasis: Personalkosten …
--Verwendungsnachweis auf Kostenbasis (AZK),Wo findet man die Vorlage für die Belegliste?,Die Vorlage für die Belegliste finden Sie im Formularschrank des Bundes. Wir empfehlen Hochschulen folgende Vorlage zur Belegliste zu verwenden. Hier werden Sie bei der Abrechnung der …
--Verwendungsnachweis auf Kostenbasis (AZK),Wo kann ich die Unterlagen zum Verwendungsnachweis hochladen?,Der zahlenmäßige Teil des Verwendungsnachweises kann in profi-Online erstellt werden. Die Anlagen dazu und der Sachbericht können über profi-Online mit hochgeladen werden. Große Dateien können Sie uns …
--Verwendungsnachweis auf Kostenbasis (AZK),"Wo kann ich einsehen, welche Mittel gesperrt sind?","Im Zuwendungsbescheid werden die Sperren und die Auflagen, die zur Entsperrung zu erfüllen sind, angegeben. Die Sperren werden dann auch in der Vorkalkulation/ im Gesamtfinanzierungsplan sind im …"
--Verwendungsnachweis auf Kostenbasis (AZK),"Wofür darf die Projektpauschale, die Hochschulen erhalten, verwendet werden?",Die Projektpauschale dient zur Teilfinanzierung der durch das jeweilige Forschungsprojekt verursachten indirekten Projektausgaben. Die Verwendung wird durch die Hochschule bestimmt. Ein Nachweis ist …
---Allgemeine Informationen,Gibt es Beleglisten in profi-online?,In profi-Online sind keine Vorlagen für Beleglisten verfügbar. Sie können die Beleglisten aus dem Forularschrank des Bundes nutzen.
---Allgemeine Informationen,Gibt es einen Vordruck für den Sachbericht des Verwendungsnachweises?,"Es gibt keinen Vordruck für Sachberichte. Je nachdem auf welcher Basis Sie Fördermitteln beantragen, verwenden Sie die jeweiligen Sachberichte für AZK und jeweils die Sachberichte für AZA ."
---Allgemeine Informationen,In welcher Position des Antrages sollen die Ausgaben für Publikationen angesetzt werden?,In der Position 0843 dürfen Sie Kosten und die Ausgaben für Publikationen ansetzen. Ausgaben für Publikationen sind im Antrag in der Position 0841 zu planen und dafür die Bezeichnung Publikationen zu …
---Allgemeine Informationen,Ist der Projektträger beim Personalwechsel zu informieren?,"Grundsätzlich besteht die Möglichkeit, andere Mitarbeitende in das Projekt mit einzubeziehen. Dies kann in der Regel ohne Zustimmung des Zuwendungsgebers geschehen. Voraussetzungen hierfür sind, dass …"
---Allgemeine Informationen,Kann die Inflationsausgleichsprämie abgerechnet werden?,"Sobald eine tarifvertragliche Regelung zur Auszahlung der Inflationsausgleichsprämie (IAP) den Arbeitgeber rechtlich bindet, ist –vorbehaltlich der konkreten Ausgestaltung dieser Regelung – …"
---Allgemeine Informationen,Kann man in Rahmen eines Projekttreffens im Ausland die Kosten erstattet bekommen?,"Dienen Projekttreffen im Ausland dem Erreichen des Vorhabenziels und kann dies begründet werden, weshalb diese im Ausland stattfinden müssen, sind diese förderfähig. (Zuwendungsfähig sind Kosten oder …"
---Allgemeine Informationen,Können Belege digital archiviert werden?,"Wenn Sie in Ihrem Haus ausschließlich digital arbeiten und die Originalbelege im Nachhinein vernichten, dann können Belege digital archiviert werden. Wenn dies nicht der Fall ist, dann sind sie noch …"
---Allgemeine Informationen,Können in einem Projekt Mitarbeitende auch in anderen Projekten mitarbeiten und abgerechnet werden?,Eine in einem Projekt mitarbeitende Person an einer Hochschule kann auch in einem anderen Förderprojekt mitarbeiten. Das muss eindeutig und nachvollziehbar im Arbeitsvertrag ersichtlich sein. Die …
---Allgemeine Informationen,Mit welchem Stundensatz kann abgerechnet werden?,Es sind stets die Ist-Kosten anzusetzen. Im Antrag geplante Stundensätze dienen nur der Vorkalkulation und können dementsprechend bei der Abrechnung in einem gewissen Rahmen abweichen.
---Allgemeine Informationen,Muss für jede Ausgabe/Kosten eine Rechnung und ein Zahlungsbeleg vorhanden sein?,"Alle Ausgaben sind in den Beleglisten zu erfassen. Zu allen Ausgaben muss eine Rechnung existieren und ein Zahlungsbeleg verfügbar sein. Ausgaben für eine Reise (Flug, Übernachtung, Tagegeld) können …"
---Allgemeine Informationen,Muss jeder Verbundpartner alle drei Teile des Sachberichts  erstellen?,Jeder Verbundpartner hat einen voll- und eigenständigen Sachbericht mit allen Anlagen zu erstellen.
---Allgemeine Informationen,Müssen nur die Produktiv-Arbeitsstunden pro Kalendertag oder auch die Uhrzeiten erfasst werden?,Die Angabe von Uhrzeiten ist nicht notwendig. Bitte erfassen Sie nur die Anzahl der im Projekt geleisteten Stunden.
---Allgemeine Informationen,Sind mit dem Verwendungsnachweis auch Arbeitsverträge der im Projekt Mitarbeitenden einzureichen?,Für den Nachweis der arbeitsvertraglich geregelten Mitarbeit im Projekt kann bei einer vertieften Prüfung des Verwendungsnachweises auch die Vorlage von Arbeitsverträgen notwendig sein. Sie werden in …
---Allgemeine Informationen,Sind Sachbezüge in Form von Mitarbeitergutscheinen förderfähig?,Sachbezüge sind grundsätzlich nicht Bestandteil einer Tarifvereinbarung. Daher sind solche Leisungen an die Mitarbeiter nicht zuwendungsfähig.
---Allgemeine Informationen,Sollen die Brutto- oder Nettobeträge in die Beleglisten eingetragen werden?,Je nach Vorlage einer Vorsteuerabzugsberechtigung sind die Nettowerte (berechtigt zum Vorsteuerabzug) oder Bruttowerte (nicht berechtigt zum Vorsteuerabzug) einzutragen. Ebenfalls sind Skonti und …
---Allgemeine Informationen,Wann können erhöhte Personalkosten angesetzt werden?,"Die Position Personalkosten bzw. Personalausgaben kann eigenverantwortlich bis zu 20% der bewilligten Höhe überschritten werden, sofern in anderen Position der entsprechende Betrag eingespart wird …"
---Allgemeine Informationen,Wann werden Brutto- oder Nettoausgaben im Projekt anerkannt?,"Ob Brutto- und Nettoausgaben beantragt bzw. abgerechnet werden können, hängt davon ab, ob der/die Zuwendungsempfänger:in vorsteuerabzugsberechtigt ist oder nicht. Wenn eine Vorsteuerabzugsberechtigung …"
---Allgemeine Informationen,Was ist ein Sachbericht?,"Ein Sachbericht ist ein Kurzbericht (ca. zwei Seiten DIN A4), welcher in allgemeinverständlicher Form das Ziel, den Inhalt, das Ergebnis und die Aussagen zum konkreten Nutzen bzw …"
---Allgemeine Informationen,Was ist ein Verwendungsnachweis?,Gemäß den Nebenbestimmungen ist die Verwendung der Zuwendung i.d.R. innerhalb von sechs Monaten nach dem Ende des Bewilligungszeitraums nachzuweisen. Dafür ist ein Verwendungsnachweis (VN) …
---Allgemeine Informationen,"Was passiert, wenn die Kosten/Ausgaben beim Mittelabruf in der falschen Kategorie abgerechnet wurden?","Im Laufe des Projektes aufgetretene Fehler in der Zuordnung können mit den Zwischennachweisen und spätestens mit dem Verwendungsnachweis noch korrigiert werden, da hier alle Kosten/Ausgaben des …"
---Allgemeine Informationen,Welche Kosten/Ausgaben können bei der Inflationsausgeichsprämie abgerechnet werden?,"Sobald eine tarifvertragliche Regelung zur Auszahlung der Inflationsausgleichsprämie (IAP) den Arbeitgeber rechtlich bindet, ist –vorbehaltlich der konkreten Ausgestaltung dieser Regelung – …"
---Allgemeine Informationen,Welche Projektbeteiligten dürfen Reisekosten abrechnen?,"In Vorhaben, die auf Kostenbasis abrechnen, sind nur für im Projekt beteiligte und in den Personalkosten abgerechnete Mitarbeitende projektbezogene Reisen abrechenbar. In Vorhaben auf Ausgabenbasis …"
---Allgemeine Informationen,Wie ausführlich ist ein Verwendungsnachweis?,Der Antragsteller wird nach erfolgreicher Prüfung des Antrages zum Zuwendungsempfänger. Ein Vertragspartner ist beispielsweise ein Unterauftragnehmer des Antragstellers (des zukünftigen …
---Allgemeine Informationen,Wie erfolgt eine Laufzeitverlängerung?,vor ursprünglichem Laufzeitende zu beantragen und zu begründen. Bei Zustimmung des PT erfolgt Freigabe durch Änderungsbescheid. Bei Laufzeitverlängerungen länger als 3 Monate ist zusätzlich eine …
---Allgemeine Informationen,Wie geht man bei einem frühzeitigen Projektaustritt um?,Ein vorzeitiger Projektaustritt ist rechtzeitig den Verbundpartnern und dem Projektträger mitzuteilen. Das weitere Vorgehen muss dann gemeinsam besprochen werden.
